user_id,education,experience_years,skills,interests,certification,learning_source,projects_count,dominant_project_domain,target_career,row_type
bd46c1d0,MBA,3,"data analysis, tableau, pandas, cybersecurity",business intelligence,None,university,5,data,Data Analyst,noise
e6285795,BCA,6,"ads, content writing, digital marketing, seo, google analytics, email marketing",product strategy,Coursera Marketing,self-taught,6,marketing,Digital Marketer,pivot_t1
124cfde8,BSc,0,"css, html, react, figma",ux research,None,university,3,web,Web Developer,natural
fb42d190,MBA,1,"business analysis, requirements gathering, agile, jira",business intelligence,Scrum Master,workplace,0,none,Business Analyst,natural
a3af95d0,MCA,3,"networking, linux, cryptography, ethical hacking, siem",cloud infrastructure,CompTIA Security+,workplace,4,security,Cybersecurity Analyst,natural
d7ae7c2d,BBA,5,"business analysis, jira, process mapping, agile",product strategy,CBAP,workplace,4,business,Business Analyst,natural
6935fc39,BBA,8,"linux, aws, azure, google cloud, cloud computing, docker",cloud infrastructure,AWS Solutions Architect,self-taught,10,cloud,Cloud Engineer,pivot_t1
59d5ca7f,Diploma,3,"firebase, android, sql, flutter",frontend development,None,workplace,3,mobile,Mobile Developer,natural
224ba72a,BBA,3,"requirements gathering, business analysis, excel, sql, power bi",product strategy,None,workplace,3,business,Business Analyst,natural
c521dcf2,BTech,5,"pandas, google analytics, excel, reporting, sql, terraform",business intelligence,None,bootcamp,4,data,Data Analyst,noise
a2f8ba31,BCA,5,"docker, terraform, linux, kubernetes, cloud computing, tensorflow",cloud infrastructure,AWS DevOps,online-course,6,cloud,Cloud Engineer,noise
aa512e95,BSc,2,"terraform, ansible, aws, kubernetes, machine learning",cloud infrastructure,None,workplace,4,cloud,Cloud Engineer,noise
fc7bd5fa,BSc,4,"javascript, figma, sass, react, git",ux research,freeCodeCamp,online-course,2,web,Web Developer,natural
442f80ae,BCA,3,"power bi, data analysis, reporting, google analytics, tableau",machine learning,Microsoft Power BI,self-taught,6,data,Data Analyst,pivot_t2
e860895b,BTech,5,"pytorch, mlflow, docker, python",machine learning,None,university,3,ml,ML Engineer,natural
0fa7a8dd,BTech,4,"postgresql, python, sql",cloud infrastructure,MongoDB Associate,online-course,3,web,Backend Developer,natural
a89c553a,Diploma,1,"react, figma, css",mobile development,None,workplace,1,web,Web Developer,natural
c9975edd,MBA,6,"requirements gathering, agile, sql, process mapping",business intelligence,Scrum Master,university,4,business,Business Analyst,natural
6ed99813,Diploma,5,"react, docker, linux, sql",devops,Meta Front-End Developer,university,3,web,Full Stack Developer,natural
cfee0ffe,BSc,6,"jira, agile, wireframing, roadmapping, product management, business analysis",product strategy,Coursera PM,online-course,5,business,Product Manager,pivot_t1
bcd46291,Diploma,0,"wireframing, figma, sketch, adobe xd",frontend development,Meta Front-End Developer,university,1,design,UI/UX Designer,natural
6f7c2d06,MCA,5,"pytorch, feature engineering, machine learning, tensorflow, spark",data engineering,None,workplace,5,ml,ML Engineer,natural
e7700af1,MCA,9,"css, git, html, mongodb",frontend development,None,bootcamp,6,web,Full Stack Developer,noise
62f06d63,MCA,3,"python, sql, statistics, numpy",machine learning,Google Data Analytics,workplace,5,data,Data Scientist,natural
1fafbe31,BBA,5,"machine learning, deep learning, power bi, python, ci/cd",machine learning,None,university,6,data,Data Scientist,noise
1d3abe9d,BSc,0,"css, react, next.js, sass, html, nodejs",frontend development,Udemy Web Dev,workplace,1,web,Web Developer,natural
0e9b9cc7,MCA,7,"docker, deep learning, python, spark, linux",data engineering,Coursera ML,university,4,ml,ML Engineer,natural
224d813b,Diploma,1,"react native, ios, sql, flutter",frontend development,Google Associate Android,university,3,mobile,Mobile Developer,natural
edaf2fdf,MBA,2,"jira, process mapping, sql, python, agile, requirements gathering",business intelligence,None,university,5,business,Business Analyst,natural
4339e27a,BTech,3,"bash, networking, aws, cloud computing, kubernetes",backend development,None,bootcamp,5,cloud,Cloud Engineer,noise
89f2724c,MBA,3,"python, jira, okrs, sql, agile",growth marketing,None,workplace,3,business,Product Manager,natural
edfebe00,MBA,0,"google analytics, ads, digital marketing",business intelligence,HubSpot Marketing,university,3,marketing,Digital Marketer,natural
089f9ab1,MCA,8,"bash, docker, terraform, azure, google cloud",devops,None,university,10,cloud,Cloud Engineer,natural
22e92210,Diploma,5,"aws, linux, docker, azure, google cloud",devops,AWS DevOps,self-taught,8,cloud,Cloud Engineer,pivot_t1
77531ff3,MBA,4,"copywriting, digital marketing, google analytics, figma",product strategy,None,self-taught,4,marketing,Digital Marketer,noise
a62e478b,Diploma,8,"excel, sql, google analytics, tableau",machine learning,Tableau Desktop,online-course,9,data,Data Analyst,pivot_t2
9027eb33,MBA,4,"linux, siem, cloud computing, networking",cloud infrastructure,None,online-course,2,security,Cybersecurity Analyst,natural
8ecd3340,Diploma,1,"swift, flutter, android, react native",frontend development,None,online-course,1,mobile,Mobile Developer,natural
0afbcc57,MBA,5,"python, feature engineering, pytorch, tensorflow, deep learning",machine learning,TensorFlow Developer,online-course,6,ml,ML Engineer,pivot_t1
6e06c2d6,MBA,5,"tableau, excel, agile, sql",business intelligence,Microsoft Power BI,workplace,4,business,Business Analyst,natural
83751176,BTech,3,"bash, linux, jenkins, ci/cd",cloud infrastructure,AWS DevOps,workplace,2,devops,DevOps Engineer,natural
ea50c01b,Diploma,0,"javascript, figma, css, user research, prototyping",frontend development,None,university,1,design,UI/UX Designer,natural
e9cb6ff6,BSc,1,"power bi, python, business analysis, excel, google analytics, sql",business intelligence,IBM Data Analyst,workplace,2,data,Data Analyst,natural
b4b977ae,BCA,0,"dart, rest apis, flutter, firebase, android",frontend development,Udemy Mobile Dev,university,1,mobile,Mobile Developer,natural
8d052dd3,BTech,5,"cybersecurity, linux, penetration testing, ethical hacking, firewall, excel",backend development,CompTIA Security+,workplace,5,security,Cybersecurity Analyst,noise
8396dcbd,Diploma,9,"docker, linux, ansible, kubernetes",backend development,Azure DevOps,online-course,6,devops,DevOps Engineer,pivot_t1
725a7fe1,Diploma,4,"docker, css, typescript, react",devops,AWS Solutions Architect,online-course,2,web,Full Stack Developer,pivot_t3
cf6c23d4,MCA,2,"excel, tableau, google analytics, power bi, figma",business intelligence,None,university,3,data,Data Analyst,noise
162ac543,MBA,2,"ads, social media, digital marketing, seo, html",product strategy,Meta Marketing,bootcamp,3,marketing,Digital Marketer,noise
50b050dc,BBA,5,"git, sql, typescript, css, html, nodejs",backend development,freeCodeCamp,online-course,8,web,Full Stack Developer,pivot_t1
1d273e2b,BCA,4,"business analysis, python, tableau, jira, sql, requirements gathering, excel",product strategy,Microsoft Power BI,bootcamp,4,business,Business Analyst,pivot_t1
1943799e,BCA,2,"aws, git, ci/cd, linux, product management",backend development,None,self-taught,5,devops,DevOps Engineer,noise
caca654d,BCA,8,"jira, agile, roadmapping, excel, wireframing",business intelligence,Coursera PM,bootcamp,8,business,Product Manager,pivot_t1
1fe97935,MCA,9,"firebase, javascript, rest apis, sql, flutter",mobile development,Google Associate Android,online-course,10,mobile,Mobile Developer,pivot_t1
8e1415c4,BCA,6,"power bi, r, excel, statistics, sql, data analysis",business intelligence,Google Data Analytics,self-taught,7,data,Data Scientist,pivot_t1
3ccb2e6f,Diploma,1,"ui/ux, figma, product management, sketch",frontend development,Interaction Design Foundation,university,1,design,UI/UX Designer,natural
26c28958,MBA,3,"sql, tableau, excel, requirements gathering",business intelligence,Microsoft Power BI,university,5,business,Business Analyst,natural
11057999,MBA,1,"webpack, html, react, sass",ux research,None,online-course,0,none,Web Developer,noise
ea2e367f,MBA,5,"excel, product management, jira, sql, user research",growth marketing,PMP,university,4,business,Product Manager,natural
8a55b97c,BBA,5,"seo, excel, digital marketing",growth marketing,None,university,4,marketing,Digital Marketer,natural
e30c0985,BTech,8,"excel, tableau, requirements gathering, agile, business analysis, jira",business intelligence,Scrum Master,bootcamp,8,business,Business Analyst,pivot_t1
136962c4,MCA,2,"statistics, power bi, machine learning, numpy, sql",business intelligence,None,university,3,data,Data Scientist,natural
11e29719,BSc,5,"cryptography, ethical hacking, linux, networking",cloud infrastructure,CompTIA Security+,university,3,security,Cybersecurity Analyst,natural
121510f6,Diploma,1,"css, html, wireframing, ui/ux",frontend development,None,online-course,2,design,UI/UX Designer,natural
36054152,BTech,0,"sql, react, docker, mongodb",devops,freeCodeCamp,university,0,none,Full Stack Developer,natural
0d94647f,MCA,4,"ansible, azure, aws",devops,None,university,5,cloud,Cloud Engineer,natural
d04f2070,BSc,3,"data analysis, r, power bi, google analytics, tableau",machine learning,None,university,3,data,Data Analyst,natural
42f8195e,BTech,4,"tensorflow, python, spark, docker, linux",machine learning,DeepLearning.AI,workplace,3,ml,ML Engineer,natural
4d2557d5,BTech,6,"feature engineering, pytorch, python, machine learning",machine learning,None,workplace,4,ml,ML Engineer,natural
c44213f9,MCA,5,"seo, social media, content writing, google analytics, copywriting",business intelligence,Meta Marketing,self-taught,8,marketing,Digital Marketer,pivot_t1
803b9c69,BCA,1,"react, css, next.js, javascript",devops,AWS Solutions Architect,online-course,2,web,Full Stack Developer,pivot_t3
9bae9e69,Diploma,1,"firebase, dart, ios",frontend development,None,university,3,mobile,Mobile Developer,natural
50764418,BBA,4,"process mapping, sql, business analysis, linux",growth marketing,None,university,3,business,Business Analyst,noise
e198dec7,BCA,2,"typescript, webpack, react, css, html",mobile development,None,workplace,2,web,Web Developer,natural
d4312a09,MBA,5,"flutter, react native, javascript, android, git, dart",mobile development,Apple Swift,bootcamp,6,mobile,Mobile Developer,pivot_t1
c69e44e2,Diploma,5,"business analysis, excel, jira, okrs, digital marketing",product strategy,PMP,self-taught,4,business,Product Manager,noise
34f75305,Diploma,1,"flutter, rest apis, firebase",backend development,None,university,0,none,Mobile Developer,natural
ed7c99a0,BBA,0,"content writing, sql, seo, excel, social media, python",business intelligence,None,online-course,0,none,Digital Marketer,noise
fcc55def,BSc,3,"feature engineering, tensorflow, mlflow, pytorch",devops,TensorFlow Developer,workplace,3,ml,ML Engineer,natural
b1cd26f5,BCA,1,"react, css, figma, next.js",ux research,None,self-taught,0,none,Web Developer,pivot_t3
2dce3f38,BBA,3,"agile, process mapping, jira, business analysis",growth marketing,Scrum Master,university,2,business,Business Analyst,natural
551eae2f,MCA,0,"sql, docker, rest apis, linux, nodejs, mongodb",backend development,None,university,0,none,Backend Developer,natural
991ce4ad,BTech,4,"javascript, sql, react, css, tableau",devops,None,online-course,2,web,Full Stack Developer,noise
cf45a8bc,BTech,2,"business analysis, pandas, excel, python, sql, data analysis, tableau",business intelligence,None,online-course,4,data,Data Analyst,pivot_t2
6832696f,MBA,3,"digital marketing, sql, seo, excel, copywriting",product strategy,None,online-course,5,marketing,Digital Marketer,pivot_t3
9753c221,MCA,5,"azure, google cloud, cloud computing, python, aws",cloud infrastructure,AWS DevOps,university,6,cloud,Cloud Engineer,natural
9139ae80,MCA,5,"ansible, cloud computing, aws, docker, pytorch",cloud infrastructure,Azure Fundamentals,self-taught,4,cloud,Cloud Engineer,noise
40577fb1,Diploma,3,"pandas, excel, sql, r, data analysis, css",data engineering,Microsoft Power BI,university,3,data,Data Analyst,noise
78d235a1,BSc,2,"pandas, statistics, machine learning, python",business intelligence,None,online-course,2,data,Data Scientist,natural
1711334d,BTech,5,"javascript, css, typescript, sql, html",devops,Udemy Web Dev,bootcamp,4,web,Full Stack Developer,natural
8775ec11,Diploma,1,"user research, prototyping, html, wireframing, adobe xd",product strategy,None,university,3,design,UI/UX Designer,natural
29212950,BTech,3,"bash, kubernetes, docker, terraform",devops,None,workplace,2,devops,DevOps Engineer,natural
e8b5183a,Diploma,4,"ethical hacking, cybersecurity, firewall, networking, python",backend development,AWS Security,workplace,4,security,Cybersecurity Analyst,noise
57bf141e,BTech,1,"python, mongodb, sql, linux, rest apis",backend development,Oracle Java,workplace,2,web,Backend Developer,natural
9e254ac9,BTech,2,"mongodb, java, linux, sql, microservices, product management",backend development,MongoDB Associate,workplace,5,web,Backend Developer,noise
d0525131,BTech,6,"statistics, data analysis, numpy, sql, power bi, machine learning",data engineering,IBM Data Science,bootcamp,5,data,Data Scientist,pivot_t2
863240e6,BCA,7,"kubernetes, docker, linux, cloud computing, aws",backend development,AWS Solutions Architect,online-course,4,cloud,Cloud Engineer,pivot_t1
0a3b4ddc,MBA,2,"digital marketing, email marketing, google analytics",product strategy,None,university,4,marketing,Digital Marketer,natural
8e010ddf,MCA,2,"python, deep learning, statistics, sql, tableau",business intelligence,None,university,3,data,Data Scientist,natural
bed56a6c,Diploma,6,"kubernetes, python, sql, tensorflow, pytorch, deep learning",devops,TensorFlow Developer,self-taught,8,ml,ML Engineer,pivot_t1
79dc00f5,MCA,0,"html, react, typescript, css, linux",backend development,None,university,2,web,Full Stack Developer,noise
feef6b7a,MCA,1,"power bi, python, numpy, machine learning, statistics",business intelligence,None,workplace,2,data,Data Scientist,natural
751f5f5c,BTech,5,"power bi, python, excel, sql, data analysis",data engineering,Microsoft Power BI,online-course,9,data,Data Analyst,pivot_t1
b0a64107,BCA,5,"cryptography, linux, networking, cybersecurity",cloud infrastructure,CompTIA Security+,online-course,7,security,Cybersecurity Analyst,pivot_t1
1b4c1bd2,Diploma,4,"python, aws, google cloud, kubernetes, agile",devops,AWS Solutions Architect,workplace,2,cloud,Cloud Engineer,noise
